,eid,citedby_count,publicationName,author_names,coverDate,coverYear,category
12786,2-s2.0-74449088703,4.0,Neuroscience,"Lico, D. T.P.;Rosa, J. C.;DeGiorgis, J. A.;de Vasconcelos, E. J.R.;Casaletti, L.;Tauhata, S. B.F.;Baqui, M. M.A.;Fukuda, M.;Moreira, J. E.;Larson, R. E.",2010-03-10,2010,2.0
12787,2-s2.0-77953036451,11.0,Arquivos Brasileiros de Cardiologia,"Lopes, Renato Delacio;Batista, Miguel Luiz;Rosa, José Cesar;De Lira, Fabio Santos;Martins, Eivor;Shimura, Alex Yamashita;Brum, Patrícia Chakur;Lancha, Antonio Herbert;Seelaender, Marília C.L.;Lopes, Antonio Carlos",2010-03-01,2010,2.0
12788,2-s2.0-71249142277,54.0,Process Biochemistry,"Souza, Flávio Henrique Moreira;Nascimento, Cesar Vanderlei;Rosa, José César;Masui, Douglas Chodi;Leone, Francisco Assis;Jorge, João Atílio;Furriel, Rosa Prazeres Melo",2010-02-01,2010,2.0
12789,2-s2.0-71649090304,67.0,Cytokine,"Batista, M. L.;Rosa, J. C.;Lopes, R. D.;Lira, F. S.;Martins, E.;Yamashita, A. S.;Brum, P. C.;Lancha, A. H.;Lopes, A. C.;Seelaender, M.",2010-01-01,2010,1.0
12790,2-s2.0-79952112852,4.0,Parasitology Research,"Botelho-Machado, Carla;Cabral, F. J.;Soares, C. S.;Moreira, E. B.C.;Morais, E. R.;Magalhães, L. G.;Gomes, M. S.;Guerra-Sá, R.;Rosa, J. C.;Ruller, R.;Ward, R. J.;Rodrigues, V.",2010-01-01,2010,2.0
12791,2-s2.0-72649105849,13.0,"Antonie van Leeuwenhoek, International Journal of General and Molecular Microbiology","Da Silva, Tony Marcio;Michelin, Michele;De Lima Damásio, Andre Ricardo;Maller, Alexandre;Almeida, Fausto Bruno Dos Reis;Ruller, Roberto;Ward, Richard John;Rosa, José Cesar;Jorge, João Atilio;Terenzi, Héctor Francisco;De Moraes Polizeli, Maria",2009-11-01,2009,2.0
12792,2-s2.0-70350582725,46.0,Cell Biochemistry and Function,"Lira, Fábio S.;Koyama, Cristiane H.;Yamashita, Alex S.;Rosa, José C.;Zanchi, Nelo E.;Batista, Miguel L.;Seelaender, Marília C.",2009-10-01,2009,1.0
12793,2-s2.0-70350271167,17.0,Proteome Science,"Tomazella, Gisele G.;da Silva, Idalete;Laure, Helen J.;Rosa, José C.;Chammas, Roger;Wiker, Harald G.;de Souza, Gustavo A.;Greene, Lewis J.",2009-08-31,2009,2.0
12794,2-s2.0-63149189964,58.0,Cell Biochemistry and Function,"Lira, Fábio S.;Rosa, José C.;Zanchi, Nelo E.;Yamashita, Alex S.;Lopes, Renato D.;Lopes, Antonio C.;Batista, Miguel L.;Seelaender, Marília",2009-05-20,2009,1.0
12795,2-s2.0-67650338046,61.0,European Journal of Applied Physiology,"Rosa Neto, José C.;Lira, Fábio S.;Oyama, Lila M.;Zanchi, Nelo E.;Yamashita, Alex S.;Batista, Miguel L.;Oller do Nascimento, Cláudia M.;Seelaender, Marília",2009-05-08,2009,1.0
12796,2-s2.0-67249121053,52.0,Phytochemistry,"Lopes, J. L.S.;Valadares, N. F.;Moraes, D. I.;Rosa, J. C.;Araújo, H. S.S.;Beltramini, L. M.",2009-05-01,2009,2.0
12797,2-s2.0-67349095287,33.0,European Journal of Applied Physiology,"Zanchi, Nelo Eidy;de Siqueira Filho, Mário Alves;Lira, Fabio Santos;Rosa, José Cesar;Yamashita, Alex Shimura;de Oliveira Carvalho, Carla Roberta;Seelaender, Marilia;Lancha, Antonio Herbert",2009-04-08,2009,2.0
12798,2-s2.0-64549164102,13.0,Journal of Agricultural and Food Chemistry,"Viana, Pollyanna A.;De Rezende, Sebastião T.;Passos, Flávia Maria Lopes;Oliveira, Jamil S.;Teixeira, Kádima N.;Santos, Alexandre M.C.;Bemquerer, Marcelo P.;Rosa, José C.;Santoro, Marcelo M.;Guimarães, Valéria M.",2009-03-25,2009,2.0
12799,2-s2.0-59249095618,66.0,Cytokine,"Lira, F. S.;Rosa, J. C.;Yamashita, A. S.;Koyama, C. H.;Batista, M. L.;Seelaender, M.",2009-02-01,2009,1.0
12800,2-s2.0-54849410415,66.0,Comparative Biochemistry and Physiology - A Molecular and Integrative Physiology,"Alves, Raquel Melo;Antonucci, Gilmara Ausech;Paiva, Helder Henrique;Cintra, Adélia Cristina Oliveira;Franco, João José;Mendonça-Franqueiro, Elaine Paula;Dorta, Daniel Junqueira;Giglio, José Roberto;Rosa, José César;Fuly, André Lopes;Dias-Baruffi, Marcelo;Soares, Andreimar Martins;Sampaio, Suely Vilela",2008-12-01,2008,2.0
12801,2-s2.0-37649013172,41.0,Proceedings of the National Academy of Sciences of the United States of America,"Mestriner, F. L.A.C.;Spiller, F.;Laure, H. J.;Souto, F. O.;Tavares-Murta, B. M.;Rosa, J. C.;Basile-Filho, A.;Ferreira, S. H.;Greene, L. J.;Cunha, F. Q.",2007-12-04,2007,2.0
12802,2-s2.0-34347265578,20.0,Journal of Molecular Graphics and Modelling,"Mazzi, Maurício V.;Magro, Angelo J.;Amui, Saulo F.;Oliveira, Clayton Z.;Ticli, Fábio K.;Stábeli, Rodrigo G.;Fuly, André L.;Rosa, José C.;Braz, Antônio S.K.;Fontes, Marcos R.M.;Sampaio, Suely V.;Soares, Andreimar M.",2007-07-01,2007,2.0
12803,2-s2.0-34247868952,6.0,Journal of Dairy Science,"Porto, A. C.R.C.;Oliveira, L. L.;Ferraz, L. C.;Ferraz, L. E.S.;Thomaz, S. M.O.;Rosa, J. C.;Roque-Barreira, M. C.",2007-01-01,2007,2.0
12804,2-s2.0-33748788237,8.0,Protein Expression and Purification,"de Oliveira, Arthur H.C.;Ruiz, Jerônimo C.;Cruz, Angela K.;Greene, Lewis J.;Rosa, José C.;Ward, Richard J.",2006-10-01,2006,2.0
12805,2-s2.0-33748683137,81.0,Glycobiology,"Hanneman, Andrew J.;Rosa, José César;Ashline, David;Reinhold, Vernon N.",2006-09-01,2006,2.0
12806,2-s2.0-33748984082,15.0,Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,"de Oliveira, Arthur H.C.;Ruiz, Jerônimo C.;Cruz, Angela K.;Greene, Lewis J.;Rosa, José César;Ward, Richard J.",2006-09-01,2006,2.0
12807,2-s2.0-33646018661,29.0,Microbes and Infection,"Coltri, Kely C.;Casabona-Fortunato, Analia S.;Gennari-Cardoso, Margareth L.;Pinzan, Camila F.;Ruas, Luciana P.;Mariano, Vânia S.;Martinez, Roberto;Rosa, José C.;Panunto-Castelo, Ademilson;Roque-Barreira, Maria Cristina",2006-03-01,2006,2.0
12808,2-s2.0-33645048160,32.0,Proteomics,"De Souza, Gustavo A.;Godoy, Lyris M.F.;Teixeira, Veronica R.;Otake, Andreia H.;Sabino, Adão;Rosa, José C.;Dinarte, Anemari R.;Pinheiro, Daniel G.;Silva, Wilson A.;Eberlin, Marcos N.;Chammas, Roger;Greene, Lewis J.",2006-03-01,2006,2.0
12809,2-s2.0-33646730066,57.0,Ciencia e Tecnologia de Alimentos,"Pires, Christiano Vieira;Oliveira, Maria Goreti De Almeida;Rosa, José César;Costa, Neuza Maria Brunoro",2006-01-01,2006,2.0
12810,2-s2.0-30344460998,20.0,Biotechnology and Applied Biochemistry,"Ruller, Roberto;Rosa, J. C.;Faça, Victor M.;Greene, Lewis J.;Ward, Richard J.",2006-01-01,2006,2.0
12811,2-s2.0-5444237854,33.0,Marine and Freshwater Behaviour and Physiology,"McNamara, John C.;Rosa, José C.;Greene, Lewis J.;Augusto, Alessandra",2004-09-01,2004,2.0
12812,2-s2.0-4344628351,23.0,Biochemical Journal,"Sá, Juliana Martha;Chioato, Lucimara;Ferreira, Tatiana Lopes;De Oliveira, Arthur H.C.;Ruller, Roberto;Rosa, José César;Greene, Lewis J.;Ward, Richard J.",2004-08-15,2004,2.0
12813,2-s2.0-0344668717,21.0,Glycobiology,"de Souza, Gustavo A.;Oliveira, Paulo S.L.;Trapani, Stefano;Santos, Ana Célia O.;Rosa, José C.;Laure, Helen J.;Faça, Vitor M.;Correia, Maria T.S.;Tavares, Gisele A.;Oliva, Glaucius;Coelho, Luana C.B.B.;Greene, Lewis J.",2003-12-01,2003,2.0
12814,2-s2.0-0037443111,40.0,Archives of Biochemistry and Biophysics,"Konozy, Emadeldin H.E.;Bernardes, Emerson S.;Rosa, Cesar;Faca, Vitor;Greene, Lewis Joel;Ward, Richard John",2003-02-15,2003,2.0
12815,2-s2.0-0037103457,92.0,Biochemical Pharmacology,"Andrião-Escarso, Sílvia H.;Soares, Andreimar M.;Fontes, Marcos R.M.;Fuly, André L.;Corrêa, Fernando M.A.;Rosa, José C.;Greene, Lewis J.;Giglio, José R.",2002-08-15,2002,2.0
12816,2-s2.0-0037134785,26.0,Biophysical Chemistry,"Bosch Cabral, Carolina;Imasato, Hidetake;Rosa, José Cesar;Laure, Hélen Julie;Da Silva, Carlos Henrique Tomich De Paula;Tabak, Marcel;Garratt, Richard Charles;Greene, Lewis Joel",2002-06-19,2002,2.0
12817,2-s2.0-0036223683,15.0,Journal of Food Safety,"Rosa, C. M.;Franco, B. D.G.M.;Montville, T. J.;Chikindas, M. L.",2002-01-01,2002,2.0
12818,2-s2.0-0038078590,24.0,Biochemical Society Symposium,"Schachter, Harry;Chen, Shihao;Zhang, Wenli;Spence, Andrew M.;Zhu, Shaoxian;Callahan, John W.;Mahuran, Don J.;Fan, Xiaolian;Bagshaw, Rick D.;She, Yi Min;Rosa, J. Cesar;Reinhold, Vernon N.",2002-01-01,2002,2.0
12819,2-s2.0-0034961960,30.0,Protein Expression and Purification,"Ward, R. J.;De Oliveira, A. H.C.;Bortoleto, R. K.;Rosa, J. C.;Faça, V. M.;Greene, L. J.",2001-01-01,2001,2.0
12820,2-s2.0-0033801709,6.0,Immunology,"Panunto-Castelo, A.;Almeida, I. C.;Rosa, J. C.;Greene, L. J.;Roque-Barreira, M. C.",2000-10-13,2000,2.0
12821,2-s2.0-0034285198,3.0,Veterinary Microbiology,"Amorim, C. R.N.;Matsuura, M. S.A.;Rosa, J. C.;Greene, L. J.;Leite, D. S.;Yano, T.",2000-09-01,2000,2.0
12822,2-s2.0-0034072923,28.0,Journal of Basic Microbiology,"Cereia, Mariana;Terenzi, Héctor F.;Jorge, João A.;Greene, Lewis J.;Rosa, Jose C.;De Lourdes, Maria;Polizeli, T. M.",2000-01-01,2000,2.0
12823,2-s2.0-0032706011,22.0,Immunopharmacology,"Oliva, Maria Luiza V.;R. Mendes, Catarina;Juliano, Maria A.;Chagas, Jair R.;Rosa, José C.;Greene, Lewis J.;Sampaio, Misako U.;Sampaio, Claudio A.M.",1999-12-01,1999,2.0
12824,2-s2.0-0032951161,63.0,Protein Science,"Rosa, José César;Lopes De Oliveira, Paulo Sérgio;Garratt, Richard;Beltramini, Leila;Resing, Katheryn;Roque-Barreira, Maria Cristina;Greene, Lewis Joel",1999-01-23,1999,2.0
12825,2-s2.0-33750163439,0.0,FASEB Journal,"Amorim, C. R.N.;Yano, T.;Rosa, J. C.;Greene, L. J.;Matsuura, M. S.A.",1997-12-01,1997,2.0
12826,2-s2.0-0029068761,24.0,General and Comparative Endocrinology,"Freire, Carolina Arruda;McNamara, John Campbell;Rosa, José Cesar;Greene, Lewis Joel",1995-01-01,1995,2.0
12827,2-s2.0-0027742508,19.0,Journal of Biological Chemistry,"Oliveira, M. G.D.A.;Rogana, E.;Rosa, J. C.;Reinhold, B. B.;Andrade, M. H.;Greene, L. J.;Mares-Guia, M.",1993-12-01,1993,2.0
12828,2-s2.0-85050115607,1.0,Molecular and Cellular Endocrinology,"Bargi-Souza, Paula;Goulart-Silva, Francemilson;Nunes, Maria Tereza",2018-12-15,2018,1.0
12830,2-s2.0-85037635573,1.0,Endocrine,"Romano, Renata Marino;Bargi-Souza, Paula;Brunetto, Erika Lia;Goulart-Silva, Francemilson;Salgado, Renato M.;Zorn, Telma Maria Tenorio;Nunes, Maria Tereza",2018-01-01,2018,1.0
12831,2-s2.0-85040291954,4.0,Journal of Molecular Endocrinology,"Bargi-Souza, P.;Goulart-Silva, F.;Nunes, M. T.",2017-11-01,2017,1.0
12832,2-s2.0-84928114698,11.0,Molecular and Cellular Endocrinology,"Bargi-Souza, Paula;Romano, Renata Marino;Goulart-Silva, Francemilson;Brunetto, Erika Lia;Nunes, Maria Tereza",2015-07-05,2015,1.0
12833,2-s2.0-84907050464,0.0,Endocrinology,"Bargi-Souza, P.;Romano, R. M.;Salgado Rde, M.;Goulart-Silva, F.;Brunetto, E. L.;Zorn, T. M.;Nunes, M. T.",2014-01-01,2014,1.0
12834,2-s2.0-84888269046,12.0,Endocrinology,"Bargi-Souza, Paula;Romano, Renata Marino;Salgado, Renato De Mayrinck;Goulart-Silva, Francemilson;Brunetto, Erika Lia;Zorn, Telma Maria Tenório;Nunes, Maria Tereza",2013-12-01,2013,1.0
12835,2-s2.0-84875724322,10.0,Thyroid,"Romano, Renata Marino;Bargi-Souza, Paula;Brunetto, Erika Lia;Goulart-Silva, Francemilson;Avellar, Maria Christina Werneck;Oliveira, Claudio Alvarenga;Nunes, Maria Tereza",2013-04-01,2013,1.0
12836,2-s2.0-84872611299,2.0,Experimental and Clinical Endocrinology and Diabetes,"Goulart-Silva, F.;Serrano-Nascimento, C.;Texeira, S. S.;Nunes, M. T.",2013-01-01,2013,1.0
12837,2-s2.0-84867538339,5.0,Brazilian Journal of Medical and Biological Research,"Olinto, S. C.F.;Adrião, M. G.;Castro-Barbosa, T.;Goulart-Silva, F.;Nunes, M. T.",2012-11-01,2012,1.0
12838,2-s2.0-84863494573,19.0,Thyroid,"Teixeira, Silvania Silva;Tamrakar, Akhilesh K.;Goulart-Silva, Francemilson;Serrano-Nascimento, Caroline;Klip, Amira;Nunes, Maria Tereza",2012-07-01,2012,1.0
12839,2-s2.0-84861993218,3.0,Thyroid,"Goulart-Silva, Francemilson;Teixeira, Silvania Da Silva;Luchessi, Augusto Ducati;Dos Santos, Laila Romagueira Bichara;Rebelato, Eduardo;Carpinelli, Ângelo Rafael;Nunes, Maria Tereza",2012-06-01,2012,1.0
12840,2-s2.0-84862614463,9.0,Molecular and Cellular Endocrinology,"Serrano-Nascimento, Caroline;Calil-Silveira, Jamile;Goulart-Silva, Francemilson;Nunes, Maria Tereza",2012-02-26,2012,1.0
12841,2-s2.0-80053959315,4.0,Brazilian Journal of Medical and Biological Research,"Goulart-Silva, F.;Serrano-Nascimento, C.;Nunes, M. T.",2011-10-01,2011,1.0
12842,2-s2.0-79961043834,2.0,Brazilian Journal of Medical and Biological Research,"Mariúba, M. V.;Goulart-Silva, F.;Bordin, S.;Nunes, M. T.",2011-07-01,2011,1.0
12843,2-s2.0-79960091818,23.0,Journal of Clinical Endocrinology and Metabolism,"Nicola, Juan Pablo;Nazar, Magalí;Serrano-Nascimento, Caroline;Goulart-Silva, Francemilson;Sobrero, Gabriela;Testa, Graciela;Nunes, Maria Tereza;Muñoz, Liliana;Miras, Mirta;Masini-Repiso, Ana María",2011-07-01,2011,2.0
12844,2-s2.0-78650520199,12.0,Molecular and Cellular Endocrinology,"Goulart-Silva, Francemilson;de Souza, Paula Bargi;Nunes, Maria Tereza",2011-01-30,2011,1.0
12845,2-s2.0-85053776036,0.0,IJC Heart and Vasculature,"dos Santos, Luis;Antonio, Ednei L.;Serra, Andrey J.;Yoshizaki, Amanda;Seibt, Larissa;Silva, Flavio A.;Couto, Gisele K.;Rossoni, Luciana V.;Tucci, Paulo;de Paola, Angelo A.;Fenelon, Guilherme",2018-12-01,2018,2.0
12846,2-s2.0-85045421366,3.0,American Journal of Physiology - Heart and Circulatory Physiology,"Couto, Gisele K.;Paula, Suliana M.;Gomes-Santos, Igor L.;Negrão, Carlos Eduardo;Rossoni, Luciana V.",2018-04-01,2018,1.0
12847,2-s2.0-84978761809,18.0,Hypertension,"Victorio, Jamaira A.;Clerici, Stefano P.;Palacios, Roberto;Alonso, María J.;Vassallo, Dalton V.;Jaffe, Iris Z.;Rossoni, Luciana V.;Davel, Ana P.",2016-09-01,2016,2.0
12848,2-s2.0-84981492602,18.0,Frontiers in Physiology,"Victorio, Jamaira A.;Fontes, Milene T.;Rossoni, Luciana V.;Davel, Ana P.",2016-07-12,2016,2.0
12849,2-s2.0-84984629293,10.0,American Journal of Physiology - Renal Physiology,"Malavazzi Casare, Fernando Augusto;Thieme, Karina;Costa-Pessoa, Juliana Martins;Rossoni, Luciana Venturini;Couto, Gisele Kruger;Fernandes, Fernanda Barrinha;Casarini, Dulce Elena;Oliveira-Souza, Maria",2016-06-01,2016,2.0
12850,2-s2.0-84941217103,53.0,Hypertension,"Martínez-Martínez, Ernesto;Calvier, Laurent;Fernández-Celis, Amaya;Rousseau, Elodie;Jurado-López, Raquel;Rossoni, Luciana V.;Jaisser, Frederic;Zannad, Faiez;Rossignol, Patrick;Cachofeiro, Victoria;López-Andrés, Natalia",2015-10-11,2015,2.0
12851,2-s2.0-84938359585,15.0,Journal of Molecular and Cellular Cardiology,"Couto, Gisele K.;Britto, Luiz Roberto G.;Mill, José G.;Rossoni, Luciana V.",2015-09-01,2015,1.0
12852,2-s2.0-84933042439,16.0,British Journal of Pharmacology,"Peixoto-Neves, Dieniffer;Wang, Qian;Leal-Cardoso, Jose H.;Rossoni, Luciana V.;Jaggar, Jonathan H.",2015-07-01,2015,2.0
12853,2-s2.0-84928799037,11.0,PLoS ONE,"Braga, Viviane A.V.N.;Couto, Gisele K.;Lazzarin, Mariana C.;Rossoni, Luciana V.;Medeiros, Alessandra",2015-04-29,2015,2.0
12854,2-s2.0-84923912267,7.0,Life Sciences,"Davel, Ana P.;Victorio, Jamaira A.;Delbin, Maria A.;Fukuda, Livia E.;Rossoni, Luciana V.",2015-03-15,2015,1.0
12855,2-s2.0-84969271181,10.0,Frontiers in Chemistry,"Androwiki, Aline C.D.;Camargo, Lívia de Lucca;Sartoretto, Simone;Couto, Gisele K.;Ribeiro, Izabela M.R.;Veríssimo-Filho, Sidney;Rossoni, Luciana V.;Lopes, Lucia R.",2015-01-01,2015,1.0
12856,2-s2.0-84924865332,15.0,Journal of Neuroinflammation,"Kinoshita, Paula Fernanda;Yshii, Lidia Mitiko;Vasconcelos, Andrea Rodrigues;Orellana, Ana Maria Marques;Lima, Larissa de Sá;Davel, Ana Paula Couto;Rossoni, Luciana Venturini;Kawamoto, Elisa Mitiko;Scavone, Cristoforo",2014-12-31,2014,1.0
12857,2-s2.0-84913594214,26.0,American Journal of Physiology - Heart and Circulatory Physiology,"Antunes-Correa, Ligia M.;Nobre, Thais S.;Groehs, Raphaela V.;Alves, Maria Janieire N.N.;Fernandes, Tiago;Couto, Gisele K.;Rondon, Maria Urbana P.B.;Oliveira, Patricia;Lima, Marta;Mathias, Wilson;Brum, Patricia C.;Mady, Charles;Almeida, Dirceu R.;Rossoni, Luciana V.;Oliveira, Edilamar M.;Middlekauff, Holly R.;Negrao, Carlos E.",2014-12-01,2014,2.0
12858,2-s2.0-84901462181,31.0,PLoS ONE,"Gomes-Santos, Igor Lucas;Fernandes, Tiago;Couto, Gisele Kruger;Ferreira-Filho, Julio César Ayres;Salemi, Vera Maria Cury;Fernandes, Fernanda Barrinha;Casarini, Dulce Elena;Brum, Patricia Chakur;Rossoni, Luciana Venturini;De Oliveira, Edilamar Menezes;Negrao, Carlos Eduardo",2014-05-23,2014,2.0
12859,2-s2.0-84898713100,19.0,PLoS ONE,"Davel, Ana P.;Brum, Patricia C.;Rossoni, Luciana V.",2014-03-12,2014,1.0
12860,2-s2.0-84894101614,19.0,Journal of Hypertension,"Wenceslau, Camilla F.;Rossoni, Luciana V.",2014-03-01,2014,1.0
12861,2-s2.0-84891633821,8.0,Life Sciences,"Fontes, M. T.;Silva, T. L.B.T.;Mota, M. M.;Barreto, A. S.;Rossoni, L. V.;Santos, M. R.V.",2014-01-14,2014,2.0
12862,2-s2.0-84908365224,5.0,Experimental Physiology,"Couto, Gisele K.;Davel, Ana P.;Brum, Patrícia C.;Rossoni, Luciana V.",2014-01-01,2014,1.0
12863,2-s2.0-84928650184,2.0,Hormone Molecular Biology and Clinical Investigation,"Davel, Ana Paula;Couto, Gisele Kruger;Wenceslau, Camilla Ferreira;Peres, Emilia Cristina;Xavier, Fabiano Elias;Rossoni, Luciana Venturini",2014-01-01,2014,1.0
12864,2-s2.0-84886291711,8.0,International Journal of Cardiology,"Dos Santos, Leonardo;Gonçalves, Giovana A.;Davel, Ana Paula;Santos, Alexandra A.;Krieger, José E.;Rossoni, Luciana V.;Tucci, Paulo J.F.",2013-10-09,2013,2.0
12865,2-s2.0-84883268697,21.0,Shock,"Tavares-De-Lima, W.;Breithaupt-Faloppa, A. C.;Fantozzi, E. T.;Assis-Ramos, M. M.;Vitoretti, L. B.;Couto, G. K.;Rossoni, L. V.;Oliveira-Filho, R. M.;Vargaftig, B. B.",2013-09-01,2013,2.0
12866,2-s2.0-84881047262,0.0,Acta Scientiarum - Biological Sciences,"Marçal, Anderson Carlos;Davel, Ana Paula Couto;Carpinelli, Angelo Rafael;Brum, Patrícia Chakur;Rossoni, Luciana Venturini;Carvalho, Carla Roberta de Oliveira",2013-08-08,2013,1.0
12867,2-s2.0-84876293054,19.0,Journal of Hypertension,"Blanco-Rivero, Javier;Roque, Fernanda R.;Sastre, Esther;Caracuel, Laura;Couto, Gisele K.;Avendaño, María Soledad;Paula, Suliana M.;Rossoni, Luciana V.;Salaices, Mercedes;Balfagón, Gloria",2013-05-01,2013,2.0
12868,2-s2.0-84885156550,16.0,Neuropharmacology,"De Sá Lima, L.;Kawamoto, E. M.;Munhoz, C. D.;Kinoshita, P. F.;Orellana, A. M.M.;Curi, R.;Rossoni, L. V.;Avellar, M. C.W.;Scavone, C.",2013-01-01,2013,1.0
12869,2-s2.0-84871673030,25.0,PLoS ONE,"Delbin, Maria A.;Davel, Ana Paula C.;Couto, Gisele Kruger;de Araújo, Gustavo G.;Rossoni, Luciana Venturini;Antunes, Edson;Zanesco, Angelina",2012-12-28,2012,2.0
12870,2-s2.0-84864957188,74.0,Journal of Biomedicine and Biotechnology,"Fernandes Azevedo, Bruna;Barros Furieri, Lorena;Peçanha, Franck Mac Iel;Wiggers, Giulia Alessandra;Frizera Vassallo, Paula;Ronacher Simões, Maylla;Fiorim, Jonaina;Rossi De Batista, Priscila;Fioresi, Mirian;Rossoni, Luciana;Stefanon, Ivanita;Alonso, Mara Jesus;Salaices, Mercedes;Valentim Vassallo, Dalton",2012-08-17,2012,2.0
12871,2-s2.0-84861330256,17.0,Journal of Vascular Research,"Davel, A. P.;Ceravolo, G. S.;Wenceslau, C. F.;Carvalho, M. H C;Brum, P. C.;Rossoni, L. V.",2012-06-01,2012,1.0
12872,2-s2.0-84862600933,14.0,Experimental Physiology,"Martín-Fernández, Beatriz;de las Heras, Natalia;Miana, María;Ballesteros, Sandra;Valero-Muñoz, María;Vassallo, Dalton;Davel, Ana Paula;Rossoni, Luciana Venturini;Cachofeiro, Victoria;Lahera, Vicente",2012-06-01,2012,2.0
12873,2-s2.0-84861126116,51.0,Toxicology,"Davel, Ana Paula;Lemos, Miriam;Pastro, Luciana Manfré;Pedro, Sibelli Cosme;De André, Paulo Afonso;Hebeda, Cristina;Farsky, Sandra Helena;Saldiva, Paulo Hilário;Rossoni, Luciana Venturini",2012-05-16,2012,1.0
12874,2-s2.0-84860317462,12.0,Arquivos Brasileiros de Cardiologia,"Bocalini, Danilo Sales;Dos-Santos, Leonardo;Antonio, Ednei Luiz;dos Santos, Alexandra Alberta;Davel, Ana Paula;Rossoni, Luciana Venturini;Vassallo, Dalton Valentim;Tucci, Paulo José Ferreira",2012-03-01,2012,2.0
12875,2-s2.0-81255160749,24.0,Journal of Neuroscience Research,"Kawamoto, E. M.;Lima, L. S.;Munhoz, C. D.;Yshii, L. M.;Kinoshita, P. F.;Amara, F. G.;Pestana, R. R.F.;Orellana, A. M.M.;Cipolla-Neto, J.;Britto, L. R.G.;Avellar, M. C.W.;Rossoni, L. V.;Scavone, C.",2012-01-01,2012,1.0
12876,2-s2.0-81355134037,20.0,Journal of Hypertension,"Rossoni, Luciana V.;Oliveira, Raphael A.F.;Caffaro, Rene R.;Miana, Maria;Sanz-Rosa, David;Koike, Márcia K.;Do Amaral, Sandra L.;Michelini, Lisete C.;Lahera, Vicente;Cachofeiro, Victoria",2011-12-01,2011,1.0
12877,2-s2.0-80052363447,32.0,Clinical Science,"Rossoni, Luciana V.;Wareing, Mark;Wenceslau, Camilla F.;Al-Abri, Mahmood;Cobb, Chris;Austin, Clare",2011-11-01,2011,1.0
12878,2-s2.0-80053339673,4.0,Inflammation,"Delbin, Maria Andréia;Davel, Ana Paula Couto;Rossoni, Luciana Venturini;Antunes, Edson;Zanesco, Angelina",2011-10-01,2011,2.0
12879,2-s2.0-80053052724,35.0,"Nutrition, Metabolism and Cardiovascular Diseases","Lobato, N. S.;Filgueira, F. P.;Akamine, E. H.;Davel, A. P.C.;Rossoni, L. V.;Tostes, R. C.;Carvalho, M. H.C.;Fortes, Z. B.",2011-10-01,2011,2.0
12880,2-s2.0-80053331729,44.0,Brazilian Journal of Medical and Biological Research,"Davel, A. P.;Wenceslau, C. F.;Akamine, E. H.;Xavier, F. E.;Couto, G. K.;Oliveira, H. T.;Rossoni, L. V.",2011-09-01,2011,1.0
12881,2-s2.0-84860409958,4.0,Brazilian Journal of Medical and Biological Research,"Bessa, K. L.;Belletati, J. F.;dos Santos, L.;Rossoni, L. V.;Ortiz, J. P.",2011-08-01,2011,2.0
12882,2-s2.0-79151475651,14.0,Journal of Vascular Research,"Wenceslau, Camilla Ferreira;Davel, Ana Paula;Xavier, Fabiano Elias;Rossoni, Luciana Venturini",2011-06-01,2011,1.0
12883,2-s2.0-79955977746,42.0,Journal of Physiology,"Camporez, João Paulo Gabriel;Akamine, Eliana Hiromi;Davel, Ana Paula;Franci, Celso Rodrigues;Rossoni, Luciana Venturini;De Oliveira Carvalho, Carla Roberta",2011-05-01,2011,1.0
12884,2-s2.0-79951677095,86.0,Journal of Hypertension,"Pacheco, Bruna Pm;Crajoinas, Renato O.;Couto, Gisele K.;Davel, Ana Paula C;Lessa, Lucília M.;Rossoni, Luciana V.;Girardi, Adriana C C",2011-03-01,2011,2.0
12885,2-s2.0-80051957440,15.0,Cellular Physiology and Biochemistry,"Baldo, Marcelo P.;Davel, Ana P.C.;Damas-Souza, Danilo M.;Nicoletti-Carvalho, José E.;Bordin, Silvana;Carvalho, Hernandes F.;Rodrigues, Sérgio L.;Rossoni, Luciana V.;Mill, José G.",2011-01-01,2011,2.0
12886,2-s2.0-79959405355,6.0,Cellular Physiology and Biochemistry,"Lunz, Wellington;Capettini, Luciano S.A.;Davel, Ana P.C.;Munhoz, Carolina D.;Da Silva, Josiane F.;Rossoni, Luciana V.;Lemos, Virgínia S.;Baldo, Marcelo P.;Carneiro-Junior, Miguel A.;Natali, Antônio J.;De Lacerda, Luiz H.S.;Mill, José G.",2011-01-01,2011,2.0
